Demand category,Demand FIPS,Corn FIPS, Corn (bu) , GHG (kg CO2e) , Irrigation (m3) ,Transport mode, Distance (miles) 
milkcow,4023,4003, 899 ," 9,225 "," 27,859 ",truck, 78 
others,4023,4003," 66,924 "," 687,090 "," 2,074,961 ",truck, 78 
layer,4025,4025, 838 ," 8,032 "," 3,943 ",truck, 46 
pullet,4025,4025, 20 , 190 , 93 ,truck, 46 
turkey,4025,4025, 65 , 627 , 308 ,truck, 46 
milkcow,4025,4025, 159 ," 1,528 ", 750 ,truck, 46 
others,4025,4025," 15,548 "," 149,078 "," 73,185 ",truck, 46 
layer,4025,46069," 4,997 "," 66,520 ", 988 ,rail," 1,587 "
pullet,4025,46069, 118 ," 1,574 ", 23 ,rail," 1,587 "
turkey,4025,46069, 390 ," 5,194 ", 77 ,rail," 1,587 "
milkcow,4025,46069, 951 ," 12,656 ", 188 ,rail," 1,587 "
others,4025,46069," 92,735 "," 1,234,602 "," 18,344 ",rail," 1,587 "
layer,4027,4027, 61 ," 1,289 "," 8,062 ",truck, 38 
pullet,4027,4027, 1 , 15 , 92 ,truck, 38 
turkey,4027,4027, 2 , 34 , 213 ,truck, 38 
milkcow,4027,4027," 11,520 "," 243,932 "," 1,525,131 ",truck, 38 
others,4027,4027," 7,391 "," 156,489 "," 978,411 ",truck, 38 
layer,4027,31133," 1,116 "," 18,236 "," 1,024 ",rail," 1,534 "
pullet,4027,31133, 13 , 208 , 12 ,rail," 1,534 "
turkey,4027,31133, 30 , 483 , 27 ,rail," 1,534 "
milkcow,4027,31133," 211,117 "," 3,449,927 "," 193,765 ",rail," 1,534 "
others,4027,31133," 135,437 "," 2,213,217 "," 124,305 ",rail," 1,534 "
layer,5001,5001, 213 ," 1,552 "," 2,386 ",truck, 17 
others,5001,5001," 12,208 "," 88,979 "," 136,818 ",truck, 17 
layer,5003,5003, 595 ," 4,215 "," 5,662 ",truck, 16 
pullet,5003,5003, 39 , 278 , 374 ,truck, 16 
others,5003,5003," 10,535 "," 74,609 "," 100,224 ",truck, 16 
layer,5005,5063," 1,932 "," 12,679 ", -   ,truck, 79 
pullet,5005,5063, 58 , 380 , -   ,truck, 79 
turkey,5005,5063," 330,156 "," 2,166,823 ", -   ,truck, 79 
others,5005,5063," 55,328 "," 363,117 ", -   ,truck, 79 
layer,5007,27149," 1,736,830 "," 8,502,890 "," 903,329 ",rail, 849 
pullet,5007,27149," 121,082 "," 592,776 "," 62,975 ",rail, 849 
turkey,5007,27149," 1,252,733 "," 6,132,927 "," 651,550 ",rail, 849 
milkcow,5007,27149," 104,919 "," 513,646 "," 54,569 ",rail, 849 
others,5007,27149," 836,569 "," 4,095,541 "," 435,102 ",rail, 849 
layer,5009,27037," 177,248 "," 998,663 "," 273,834 ",rail, 707 
pullet,5009,27037," 17,697 "," 99,708 "," 27,340 ",rail, 707 
turkey,5009,27037," 2,280,861 "," 12,850,981 "," 3,523,744 ",rail, 707 
milkcow,5009,27037," 18,567 "," 104,613 "," 28,685 ",rail, 707 
others,5009,27037," 298,213 "," 1,680,211 "," 460,715 ",rail, 707 
layer,5011,5043," 306,960 "," 2,067,824 "," 2,745,178 ",truck, 32 
pullet,5011,5043," 44,136 "," 297,323 "," 394,717 ",truck, 32 
others,5011,5043," 37,757 "," 254,351 "," 337,668 ",truck, 32 
layer,5013,5043," 112,219 "," 755,961 "," 1,003,590 ",truck, 56 
others,5013,5043," 11,679 "," 78,677 "," 104,449 ",truck, 56 
layer,5015,27037," 1,239,956 "," 6,986,245 "," 1,915,631 ",rail, 711 
pullet,5015,27037," 24,502 "," 138,049 "," 37,853 ",rail, 711 
turkey,5015,27037," 3,888,767 "," 21,910,352 "," 6,007,826 ",rail, 711 
milkcow,5015,27037," 19,821 "," 111,677 "," 30,622 ",rail, 711 
others,5015,27037," 551,282 "," 3,106,071 "," 851,686 ",rail, 711 
layer,5017,5017, 60 , 428 , 550 ,truck, 14 
others,5017,5017," 10,929 "," 77,682 "," 99,825 ",truck, 14 
layer,5019,5069," 171,835 "," 1,237,136 "," 1,811,647 ",truck, 85 
pullet,5019,5069, 393 ," 2,827 "," 4,139 ",truck, 85 
milkcow,5019,5069," 3,179 "," 22,885 "," 33,512 ",truck, 85 
others,5019,5069," 35,712 "," 257,109 "," 376,507 ",truck, 85 
others,5021,5021," 11,386 "," 84,254 "," 113,590 ",truck, 13 
layer,5023,5145," 346,720 "," 3,004,357 "," 5,129,644 ",truck, 35 
pullet,5023,5145," 20,681 "," 179,204 "," 305,973 ",truck, 35 
turkey,5023,5145, 9 , 77 , 132 ,truck, 35 
others,5023,5145," 134,794 "," 1,167,999 "," 1,994,243 ",truck, 35 
layer,5025,5079," 197,787 "," 1,112,087 ", -   ,truck, 45 
pullet,5025,5079," 90,967 "," 511,477 ", -   ,truck, 45 
milkcow,5025,5079," 1,286 "," 7,232 ", -   ,truck, 45 
others,5025,5079," 130,296 "," 732,610 ", -   ,truck, 45 
layer,5027,5003," 110,582 "," 783,162 "," 1,052,036 ",truck, 93 
milkcow,5027,5003," 2,673 "," 18,931 "," 25,430 ",truck, 93 
others,5027,5003," 61,141 "," 433,013 "," 581,675 ",truck, 93 
layer,5029,5147," 65,362 "," 540,125 "," 820,563 ",truck, 108 
pullet,5029,5147, 29 , 243 , 370 ,truck, 108 
turkey,5029,5147," 89,602 "," 740,429 "," 1,124,867 ",truck, 108 
milkcow,5029,5147," 10,755 "," 88,877 "," 135,023 ",truck, 108 
others,5029,5147," 246,745 "," 2,038,997 "," 3,097,661 ",truck, 108 
layer,5031,5031, 487 ," 3,548 "," 5,144 ",truck, 14 
pullet,5031,5031, 3 , 21 , 30 ,truck, 14 
others,5031,5031," 8,591 "," 62,570 "," 90,724 ",truck, 14 
layer,5033,27085," 144,845 "," 766,486 ", -   ,rail, 875 
pullet,5033,27085, 79 , 419 , -   ,rail, 875 
turkey,5033,27085," 8,462 "," 44,777 ", -   ,rail, 875 
milkcow,5033,27085," 7,760 "," 41,062 ", -   ,rail, 875 
others,5033,27085," 86,310 "," 456,730 ", -   ,rail, 875 
layer,5035,5037, 784 ," 6,647 "," 10,673 ",truck, 35 
pullet,5035,5037, 52 , 438 , 704 ,truck, 35 
turkey,5035,5037, 2 , 20 , 31 ,truck, 35 
others,5035,5037," 2,615 "," 22,166 "," 35,592 ",truck, 35 
layer,5037,5037, 106 , 898 ," 1,442 ",truck, 13 
others,5037,5037," 4,301 "," 36,453 "," 58,535 ",truck, 13 
layer,5039,5043, 85 , 574 , 762 ,truck, 64 
others,5039,5043," 4,547 "," 30,633 "," 40,668 ",truck, 64 
layer,5041,5041, 87 , 580 , 800 ,truck, 15 
others,5041,5041, 509 ," 3,384 "," 4,667 ",truck, 15 
layer,5043,5043," 223,385 "," 1,504,827 "," 1,997,761 ",truck, 15 
pullet,5043,5043," 5,513 "," 37,137 "," 49,302 ",truck, 15 
others,5043,5043," 39,183 "," 263,958 "," 350,422 ",truck, 15 
layer,5045,5147," 2,623 "," 21,673 "," 32,925 ",truck, 86 
pullet,5045,5147, 51 , 419 , 636 ,truck, 86 
turkey,5045,5147, 9 , 74 , 112 ,truck, 86 
milkcow,5045,5147," 46,830 "," 386,986 "," 587,913 ",truck, 86 
others,5045,5147," 75,191 "," 621,345 "," 943,952 ",truck, 86 
layer,5047,27085," 137,828 "," 729,352 ", -   ,rail, 895 
pullet,5047,27085, 8 , 44 , -   ,rail, 895 
turkey,5047,27085," 2,579,570 "," 13,650,460 ", -   ,rail, 895 
milkcow,5047,27085," 24,261 "," 128,383 ", -   ,rail, 895 
others,5047,27085," 288,609 "," 1,527,247 ", -   ,rail, 895 
layer,5049,5055," 1,982 "," 15,877 "," 20,693 ",truck, 98 
pullet,5049,5055, 47 , 375 , 489 ,truck, 98 
milkcow,5049,5055," 16,914 "," 135,508 "," 176,609 ",truck, 98 
others,5049,5055," 99,613 "," 798,062 "," 1,040,122 ",truck, 98 
layer,5051,5069," 115,134 "," 828,910 "," 1,213,846 ",truck, 76 
pullet,5051,5069, 10 , 69 , 101 ,truck, 76 
others,5051,5069," 17,456 "," 125,678 "," 184,041 ",truck, 76 
layer,5053,5069, 576 ," 4,150 "," 6,078 ",truck, 30 
pullet,5053,5069," 3,837 "," 27,628 "," 40,458 ",truck, 30 
others,5053,5069," 55,364 "," 398,599 "," 583,703 ",truck, 30 
layer,5055,5055, 670 ," 5,367 "," 6,995 ",truck, 12 
pullet,5055,5055, 44 , 356 , 464 ,truck, 12 
others,5055,5055," 20,447 "," 163,814 "," 213,500 ",truck, 12 
layer,5057,5069," 700,196 "," 5,041,086 "," 7,382,106 ",truck, 125 
pullet,5057,5069," 180,226 "," 1,297,545 "," 1,900,109 ",truck, 125 
milkcow,5057,5069," 16,013 "," 115,288 "," 168,827 ",truck, 125 
others,5057,5069," 319,157 "," 2,297,783 "," 3,364,846 ",truck, 125 
layer,5057,5099," 2,481 "," 47,034 "," 13,794 ",truck, 31 
pullet,5057,5099, 639 ," 12,106 "," 3,550 ",truck, 31 
milkcow,5057,5099, 57 ," 1,076 ", 315 ,truck, 31 
others,5057,5099," 1,131 "," 21,439 "," 6,287 ",truck, 31 
layer,5059,5069," 471,974 "," 3,397,997 "," 4,975,985 ",truck, 60 
pullet,5059,5069, 0 , 2 , 2 ,truck, 60 
turkey,5059,5069, 5 , 37 , 55 ,truck, 60 
milkcow,5059,5069," 3,861 "," 27,797 "," 40,706 ",truck, 60 
others,5059,5069," 51,029 "," 367,385 "," 537,995 ",truck, 60 
layer,5061,27073," 381,913 "," 2,378,275 "," 38,314 ",rail, 998 
pullet,5061,27073," 185,809 "," 1,157,085 "," 18,641 ",rail, 998 
others,5061,27073," 271,250 "," 1,689,147 "," 27,212 ",rail, 998 
layer,5063,5067," 78,087 "," 630,303 "," 791,855 ",truck, 31 
pullet,5063,5067," 149,214 "," 1,204,427 "," 1,513,131 ",truck, 31 
others,5063,5067," 151,000 "," 1,218,841 "," 1,531,239 ",truck, 31 
layer,5065,5121," 1,486 "," 11,216 "," 13,757 ",truck, 72 
pullet,5065,5121, 37 , 281 , 345 ,truck, 72 
turkey,5065,5121," 21,722 "," 163,910 "," 201,049 ",truck, 72 
others,5065,5121," 110,934 "," 837,094 "," 1,026,768 ",truck, 72 
layer,5067,5147, 401 ," 3,313 "," 5,033 ",truck, 34 
pullet,5067,5147, 393 ," 3,244 "," 4,929 ",truck, 34 
others,5067,5147," 12,197 "," 100,788 "," 153,118 ",truck, 34 
layer,5069,5069," 189,840 "," 1,366,758 "," 2,001,464 ",truck, 16 
pullet,5069,5069, 10 , 74 , 109 ,truck, 16 
others,5069,5069," 31,761 "," 228,667 "," 334,857 ",truck, 16 
layer,5071,31131," 134,929 "," 1,908,126 "," 80,752 ",rail, 560 
pullet,5071,31131," 27,896 "," 394,490 "," 16,695 ",rail, 560 
turkey,5071,31131," 2,007,256 "," 28,386,016 "," 1,201,291 ",rail, 560 
others,5071,31131," 232,375 "," 3,286,185 "," 139,071 ",rail, 560 
layer,5073,5073," 134,738 "," 1,015,167 "," 1,309,098 ",truck, 12 
pullet,5073,5073," 29,590 "," 222,939 "," 287,489 ",truck, 12 
others,5073,5073," 159,147 "," 1,199,077 "," 1,546,257 ",truck, 12 
layer,5075,5055," 190,501 "," 1,526,226 "," 1,989,145 ",truck, 38 
pullet,5075,5055," 7,555 "," 60,527 "," 78,885 ",truck, 38 
others,5075,5055," 72,110 "," 577,718 "," 752,946 ",truck, 38 
layer,5077,5107, 34 , 256 , 372 ,truck, 24 
milkcow,5077,5107, 413 ," 3,091 "," 4,492 ",truck, 24 
others,5077,5107," 3,652 "," 27,307 "," 39,685 ",truck, 24 
layer,5079,5079," 125,881 "," 707,785 ", -   ,truck, 12 
pullet,5079,5079," 36,925 "," 207,617 ", -   ,truck, 12 
milkcow,5079,5079," 2,536 "," 14,257 ", -   ,truck, 12 
others,5079,5079," 123,460 "," 694,172 ", -   ,truck, 12 
layer,5081,5081," 44,785 "," 335,689 "," 472,113 ",truck, 12 
pullet,5081,5081, 25 , 190 , 267 ,truck, 12 
others,5081,5081," 144,686 "," 1,084,503 "," 1,525,246 ",truck, 12 
layer,5083,31147," 155,460 "," 1,881,685 "," 54,346 ",rail, 488 
pullet,5083,31147, 5 , 63 , 2 ,rail, 488 
turkey,5083,31147," 1,345,107 "," 16,281,204 "," 470,225 ",rail, 488 
milkcow,5083,31147," 8,457 "," 102,363 "," 2,956 ",rail, 488 
others,5083,31147," 357,111 "," 4,322,472 "," 124,839 ",rail, 488 
layer,5085,5117, 975 ," 5,418 ", -   ,truck, 24 
pullet,5085,5117, 42 , 232 , -   ,truck, 24 
turkey,5085,5117," 4,287 "," 23,812 ", -   ,truck, 24 
milkcow,5085,5117," 40,607 "," 225,555 ", -   ,truck, 24 
others,5085,5117," 33,901 "," 188,307 ", -   ,truck, 24 
layer,5087,5005, 543 ," 10,295 "," 3,019 ",truck, 106 
pullet,5087,5005, 42 , 787 , 231 ,truck, 106 
turkey,5087,5005," 3,247 "," 61,556 "," 18,053 ",truck, 106 
milkcow,5087,5005, 34 , 649 , 190 ,truck, 106 
others,5087,5005, 441 ," 8,365 "," 2,453 ",truck, 106 
layer,5087,5033," 33,067 "," 348,516 "," 314,597 ",truck, 74 
pullet,5087,5033," 2,527 "," 26,629 "," 24,037 ",truck, 74 
turkey,5087,5033," 197,705 "," 2,083,771 "," 1,880,969 ",truck, 74 
milkcow,5087,5033," 2,086 "," 21,982 "," 19,842 ",truck, 74 
others,5087,5033," 26,867 "," 283,169 "," 255,610 ",truck, 74 
layer,5087,5083," 48,048 "," 460,605 "," 113,325 ",truck, 78 
pullet,5087,5083," 3,671 "," 35,193 "," 8,659 ",truck, 78 
turkey,5087,5083," 287,279 "," 2,753,945 "," 677,569 ",truck, 78 
milkcow,5087,5083," 3,030 "," 29,051 "," 7,148 ",truck, 78 
others,5087,5083," 39,039 "," 374,241 "," 92,077 ",truck, 78 
layer,5087,5085," 191,289 "," 1,420,071 "," 2,188,791 ",truck, 189 
pullet,5087,5085," 14,616 "," 108,503 "," 167,238 ",truck, 189 
turkey,5087,5085," 1,143,713 "," 8,490,579 "," 13,086,736 ",truck, 189 
milkcow,5087,5085," 12,065 "," 89,567 "," 138,052 ",truck, 189 
others,5087,5085," 155,422 "," 1,153,807 "," 1,778,391 ",truck, 189 
layer,5087,5131, 543 ," 10,295 "," 3,019 ",truck, 91 
pullet,5087,5131, 42 , 787 , 231 ,truck, 91 
turkey,5087,5131," 3,247 "," 61,556 "," 18,053 ",truck, 91 
milkcow,5087,5131, 34 , 649 , 190 ,truck, 91 
others,5087,5131, 441 ," 8,365 "," 2,453 ",truck, 91 
layer,5087,29109," 61,813 "," 1,356,931 "," 99,640 ",truck, 95 
pullet,5087,29109," 4,723 "," 103,678 "," 7,613 ",truck, 95 
turkey,5087,29109," 369,580 "," 8,113,062 "," 595,747 ",truck, 95 
milkcow,5087,29109," 3,899 "," 85,585 "," 6,285 ",truck, 95 
others,5087,29109," 50,223 "," 1,102,505 "," 80,958 ",truck, 95 
layer,5087,29119," 5,360 "," 104,674 ", -   ,truck, 75 
pullet,5087,29119, 410 ," 7,998 ", -   ,truck, 75 
turkey,5087,29119," 32,045 "," 625,842 ", -   ,truck, 75 
milkcow,5087,29119, 338 ," 6,602 ", -   ,truck, 75 
others,5087,29119," 4,355 "," 85,047 ", -   ,truck, 75 
layer,5087,29145," 130,286 "," 1,558,218 ", -   ,truck, 95 
pullet,5087,29145," 9,955 "," 119,058 ", -   ,truck, 95 
turkey,5087,29145," 778,980 "," 9,316,552 ", -   ,truck, 95 
milkcow,5087,29145," 8,217 "," 98,280 ", -   ,truck, 95 
others,5087,29145," 105,858 "," 1,266,051 ", -   ,truck, 95 
layer,5087,29213," 1,696 "," 17,346 "," 5,623 ",truck, 79 
pullet,5087,29213, 130 ," 1,325 ", 430 ,truck, 79 
turkey,5087,29213," 10,139 "," 103,710 "," 33,623 ",truck, 79 
milkcow,5087,29213, 107 ," 1,094 ", 355 ,truck, 79 
others,5087,29213," 1,378 "," 14,093 "," 4,569 ",truck, 79 
layer,5089,46091," 13,944 "," 92,919 ", -   ,rail," 1,015 "
pullet,5089,46091, 393 ," 2,616 ", -   ,rail," 1,015 "
turkey,5089,46091," 1,197,152 "," 7,977,294 ", -   ,rail," 1,015 "
others,5089,46091," 110,936 "," 739,231 ", -   ,rail," 1,015 "
layer,5091,5091," 81,379 "," 999,223 "," 456,638 ",truck, 13 
pullet,5091,5091, 6 , 76 , 35 ,truck, 13 
milkcow,5091,5091," 7,825 "," 96,086 "," 43,911 ",truck, 13 
others,5091,5091," 84,392 "," 1,036,223 "," 473,547 ",truck, 13 
layer,5093,5093, 471 ," 3,385 "," 3,977 ",truck, 16 
others,5093,5093," 1,702 "," 12,240 "," 14,382 ",truck, 16 
layer,5095,5095, 388 ," 2,939 "," 3,988 ",truck, 13 
others,5095,5095," 1,775 "," 13,426 "," 18,220 ",truck, 13 
layer,5097,5069," 177,420 "," 1,277,346 "," 1,870,529 ",truck, 110 
pullet,5097,5069," 96,930 "," 697,854 "," 1,021,930 ",truck, 110 
milkcow,5097,5069," 4,481 "," 32,259 "," 47,240 ",truck, 110 
others,5097,5069," 79,593 "," 573,036 "," 839,147 ",truck, 110 
layer,5099,5043," 206,661 "," 1,392,168 "," 1,848,198 ",truck, 112 
pullet,5099,5043," 42,295 "," 284,918 "," 378,249 ",truck, 112 
others,5099,5043," 86,131 "," 580,216 "," 770,276 ",truck, 112 
layer,5101,5117," 9,900 "," 54,989 ", -   ,truck, 178 
pullet,5101,5117, 33 , 184 , -   ,truck, 178 
turkey,5101,5117," 865,087 "," 4,805,185 ", -   ,truck, 178 
others,5101,5117," 79,216 "," 440,011 ", -   ,truck, 178 
layer,5103,5003," 1,237 "," 8,761 "," 11,769 ",truck, 91 
pullet,5103,5003, 4 , 29 , 39 ,truck, 91 
turkey,5103,5003," 11,965 "," 84,737 "," 113,829 ",truck, 91 
others,5103,5003," 25,609 "," 181,367 "," 243,634 ",truck, 91 
layer,5105,5085," 254,514 "," 1,889,433 "," 2,912,229 ",truck, 69 
pullet,5105,5085, 60 , 445 , 686 ,truck, 69 
turkey,5105,5085," 16,765 "," 124,457 "," 191,828 ",truck, 69 
others,5105,5085," 67,356 "," 500,027 "," 770,704 ",truck, 69 
layer,5107,5107, 29 , 217 , 316 ,truck, 14 
others,5107,5107," 2,449 "," 18,308 "," 26,607 ",truck, 14 
layer,5109,5069," 530,264 "," 3,817,656 "," 5,590,530 ",truck, 119 
pullet,5109,5069," 88,148 "," 634,624 "," 929,335 ",truck, 119 
others,5109,5069," 111,119 "," 800,008 "," 1,171,522 ",truck, 119 
layer,5111,5111, 447 ," 3,407 "," 4,886 ",truck, 14 
pullet,5111,5111, 18 , 139 , 199 ,truck, 14 
turkey,5111,5111, 656 ," 4,997 "," 7,167 ",truck, 14 
others,5111,5111," 5,668 "," 43,162 "," 61,900 ",truck, 14 
layer,5113,27023," 279,457 "," 1,430,469 "," 37,621 ",rail, 934 
pullet,5113,27023," 72,414 "," 370,669 "," 9,748 ",rail, 934 
turkey,5113,27023," 69,686 "," 356,703 "," 9,381 ",rail, 934 
milkcow,5113,27023," 8,238 "," 42,170 "," 1,109 ",rail, 934 
others,5113,27023," 197,213 "," 1,009,483 "," 26,549 ",rail, 934 
layer,5115,5029," 147,649 "," 1,199,376 ", -   ,truck, 33 
pullet,5115,5029," 71,527 "," 581,022 ", -   ,truck, 33 
turkey,5115,5029, 14 , 110 , -   ,truck, 33 
others,5115,5029," 180,637 "," 1,467,346 ", -   ,truck, 33 
layer,5115,5085," 14,140 "," 104,968 "," 161,790 ",truck, 97 
pullet,5115,5085," 6,850 "," 50,851 "," 78,377 ",truck, 97 
turkey,5115,5085, 1 , 10 , 15 ,truck, 97 
others,5115,5085," 17,299 "," 128,421 "," 197,938 ",truck, 97 
layer,5117,5095, 491 ," 3,717 "," 5,044 ",truck, 31 
pullet,5117,5095, 18 , 137 , 187 ,truck, 31 
turkey,5117,5095, 19 , 141 , 191 ,truck, 31 
others,5117,5095," 8,788 "," 66,490 "," 90,230 ",truck, 31 
layer,5119,5085," 1,291 "," 9,585 "," 14,773 ",truck, 25 
pullet,5119,5085, 79 , 583 , 899 ,truck, 25 
others,5119,5085," 25,530 "," 189,528 "," 292,124 ",truck, 25 
layer,5121,5121," 1,287 "," 9,711 "," 11,911 ",truck, 13 
pullet,5121,5121, 68 , 511 , 627 ,truck, 13 
turkey,5121,5121," 6,585 "," 49,691 "," 60,951 ",truck, 13 
others,5121,5121," 87,529 "," 660,485 "," 810,142 ",truck, 13 
layer,5123,5077, 50 , 396 , 548 ,truck, 23 
others,5123,5077," 3,896 "," 30,940 "," 42,848 ",truck, 23 
layer,5125,5053, 365 ," 6,922 "," 2,030 ",truck, 32 
pullet,5125,5053, 7 , 133 , 39 ,truck, 32 
milkcow,5125,5053, 402 ," 7,616 "," 2,233 ",truck, 32 
others,5125,5053," 3,521 "," 66,746 "," 19,574 ",truck, 32 
layer,5125,5085," 1,315 "," 9,765 "," 15,052 ",truck, 52 
pullet,5125,5085, 25 , 188 , 289 ,truck, 52 
milkcow,5125,5085," 1,447 "," 10,744 "," 16,560 ",truck, 52 
others,5125,5085," 12,684 "," 94,165 "," 145,138 ",truck, 52 
layer,5127,46115," 426,329 "," 3,579,495 "," 333,172 ",rail, 960 
pullet,5127,46115," 52,149 "," 437,847 "," 40,754 ",rail, 960 
turkey,5127,46115," 72,016 "," 604,654 "," 56,280 ",rail, 960 
milkcow,5127,46115," 11,417 "," 95,857 "," 8,922 ",rail, 960 
others,5127,46115," 189,038 "," 1,587,179 "," 147,731 ",rail, 960 
layer,5129,5067, 973 ," 7,856 "," 9,869 ",truck, 116 
pullet,5129,5067, 28 , 223 , 280 ,truck, 116 
turkey,5129,5067, 652 ," 5,264 "," 6,613 ",truck, 116 
milkcow,5129,5067," 9,514 "," 76,796 "," 96,479 ",truck, 116 
others,5129,5067," 58,955 "," 475,874 "," 597,844 ",truck, 116 
layer,5131,27085," 55,110 "," 291,631 ", -   ,rail, 877 
pullet,5131,27085," 43,010 "," 227,598 ", -   ,rail, 877 
others,5131,27085," 166,423 "," 880,671 ", -   ,rail, 877 
layer,5133,38021," 92,107 "," 840,409 "," 52,260 ",rail," 1,207 "
pullet,5133,38021," 56,665 "," 517,021 "," 32,150 ",rail," 1,207 "
others,5133,38021," 236,943 "," 2,161,926 "," 134,436 ",rail," 1,207 "
layer,5135,5055," 146,836 "," 1,176,399 "," 1,533,212 ",truck, 82 
pullet,5135,5055," 21,449 "," 171,840 "," 223,961 ",truck, 82 
others,5135,5055," 70,743 "," 566,766 "," 738,671 ",truck, 82 
layer,5135,5075," 149,729 "," 1,157,088 "," 1,560,030 ",truck, 46 
pullet,5135,5075," 21,871 "," 169,020 "," 227,879 ",truck, 46 
others,5135,5075," 72,137 "," 557,462 "," 751,592 ",truck, 46 
layer,5137,5063," 1,566 "," 10,279 ", -   ,truck, 46 
pullet,5137,5063, 0 , 1 , -   ,truck, 46 
others,5137,5063, 531 ," 3,482 ", -   ,truck, 46 
layer,5137,5067," 354,342 "," 2,860,173 "," 3,593,257 ",truck, 70 
pullet,5137,5067, 29 , 237 , 297 ,truck, 70 
others,5137,5067," 120,043 "," 968,962 "," 1,217,314 ",truck, 70 
layer,5139,5003," 2,284 "," 16,177 "," 21,731 ",truck, 57 
pullet,5139,5003," 23,220 "," 164,445 "," 220,902 ",truck, 57 
others,5139,5003," 47,440 "," 335,979 "," 451,327 ",truck, 57 
layer,5141,5145," 1,071 "," 9,279 "," 15,843 ",truck, 81 
pullet,5141,5145, 42 , 367 , 627 ,truck, 81 
milkcow,5141,5145," 5,383 "," 46,642 "," 79,637 ",truck, 81 
others,5141,5145," 56,037 "," 485,566 "," 829,057 ",truck, 81 
layer,5143,27037," 1,138,830 "," 6,416,473 "," 1,759,399 ",rail, 711 
pullet,5143,27037," 110,154 "," 620,637 "," 170,179 ",rail, 711 
turkey,5143,27037," 1,853,738 "," 10,444,454 "," 2,863,873 ",rail, 711 
milkcow,5143,27037," 45,562 "," 256,708 "," 70,389 ",rail, 711 
others,5143,27037," 641,749 "," 3,615,785 "," 991,449 ",rail, 711 
layer,5145,5147," 161,888 "," 1,337,777 "," 2,032,362 ",truck, 41 
pullet,5145,5147," 6,420 "," 53,053 "," 80,599 ",truck, 41 
turkey,5145,5147, 33 , 276 , 419 ,truck, 41 
milkcow,5145,5147," 21,195 "," 175,148 "," 266,087 ",truck, 41 
others,5145,5147," 127,765 "," 1,055,793 "," 1,603,969 ",truck, 41 
others,5147,5147," 2,815 "," 23,265 "," 35,345 ",truck, 13 
layer,5149,27085," 594,260 "," 3,144,682 ", -   ,rail, 956 
pullet,5149,27085," 46,811 "," 247,710 ", -   ,rail, 956 
others,5149,27085," 270,402 "," 1,430,901 ", -   ,rail, 956 
layer,6001,6013, 829 ," 13,164 "," 45,881 ",truck, 28 
pullet,6001,6013, 9 , 148 , 515 ,truck, 28 
milkcow,6001,6013," 19,159 "," 304,273 "," 1,060,527 ",truck, 28 
others,6001,6013," 41,421 "," 657,825 "," 2,292,811 ",truck, 28 
others,6003,6005," 2,351 "," 15,411 "," 4,319 ",truck, 66 
others,6003,6017, 685 ," 50,167 "," 192,127 ",truck, 64 
layer,6005,38047," 3,953 "," 63,476 ", -   ,rail," 1,990 "
pullet,6005,38047, 76 ," 1,224 ", -   ,rail," 1,990 "
turkey,6005,38047, 19 , 312 , -   ,rail," 1,990 "
milkcow,6005,38047," 16,995 "," 272,876 ", -   ,rail," 1,990 "
others,6005,38047," 35,644 "," 572,331 ", -   ,rail," 1,990 "
layer,6007,6101," 5,155 "," 60,737 "," 212,829 ",truck, 49 
pullet,6007,6101, 50 , 594 ," 2,081 ",truck, 49 
turkey,6007,6101, 96 ," 1,128 "," 3,951 ",truck, 49 
milkcow,6007,6101," 22,569 "," 265,919 "," 931,807 ",truck, 49 
others,6007,6101," 36,744 "," 432,922 "," 1,517,002 ",truck, 49 
layer,6009,38051," 2,601 "," 36,580 ", -   ,rail," 2,017 "
pullet,6009,38051, 28 , 396 , -   ,rail," 2,017 "
turkey,6009,38051," 118,720 "," 1,669,764 ", -   ,rail," 2,017 "
milkcow,6009,38051, 159 ," 2,230 ", -   ,rail," 2,017 "
others,6009,38051," 58,960 "," 829,254 ", -   ,rail," 2,017 "
layer,6011,6101, 260 ," 3,059 "," 10,721 ",truck, 41 
milkcow,6011,6101," 5,391 "," 63,522 "," 222,586 ",truck, 41 
others,6011,6101," 37,284 "," 439,295 "," 1,539,332 ",truck, 41 
layer,6013,6013," 3,382 "," 53,710 "," 187,203 ",truck, 15 
pullet,6013,6013, 31 , 493 ," 1,717 ",truck, 15 
turkey,6013,6013, 4 , 71 , 246 ,truck, 15 
milkcow,6013,6013, 634 ," 10,073 "," 35,109 ",truck, 15 
others,6013,6013," 77,059 "," 1,223,792 "," 4,265,459 ",truck, 15 
layer,6015,6007, 104 ," 1,258 "," 4,818 ",truck, 299 
pullet,6015,6007, 2 , 22 , 84 ,truck, 299 
turkey,6015,6007," 16,503 "," 198,748 "," 761,127 ",truck, 299 
milkcow,6015,6007," 32,289 "," 388,856 "," 1,489,169 ",truck, 299 
others,6015,6007," 5,284 "," 63,635 "," 243,697 ",truck, 299 
layer,6015,6021, 936 ," 10,276 "," 36,753 ",truck, 282 
pullet,6015,6021, 16 , 179 , 641 ,truck, 282 
turkey,6015,6021," 147,903 "," 1,623,569 "," 5,806,744 ",truck, 282 
milkcow,6015,6021," 289,377 "," 3,176,565 "," 11,361,078 ",truck, 282 
others,6015,6021," 47,356 "," 519,834 "," 1,859,203 ",truck, 282 
