Demand category,Demand FIPS,Corn FIPS, Corn (bu) , GHG (kg CO2e) , Irrigation (m3) ,Transport mode, Distance (miles) 
layer,6015,6023, 1 , 34 , 89 ,truck, 85 
pullet,6015,6023, 0 , 1 , 2 ,truck, 85 
turkey,6015,6023, 95 ," 5,343 "," 14,022 ",truck, 85 
milkcow,6015,6023, 186 ," 10,454 "," 27,435 ",truck, 85 
others,6015,6023, 31 ," 1,711 "," 4,490 ",truck, 85 
layer,6015,6089, 2 , 288 ," 1,022 ",truck, 223 
pullet,6015,6089, 0 , 5 , 18 ,truck, 223 
turkey,6015,6089, 276 ," 45,472 "," 161,544 ",truck, 223 
milkcow,6015,6089, 540 ," 88,968 "," 316,066 ",truck, 223 
others,6015,6089, 88 ," 14,559 "," 51,723 ",truck, 223 
layer,6015,41043, 96 , 633 , 181 ,truck, 272 
pullet,6015,41043, 2 , 11 , 3 ,truck, 272 
turkey,6015,41043," 15,152 "," 100,057 "," 28,635 ",truck, 272 
milkcow,6015,41043," 29,646 "," 195,765 "," 56,025 ",truck, 272 
others,6015,41043," 4,851 "," 32,036 "," 9,168 ",truck, 272 
layer,6015,41047, 46 , 376 , -   ,truck, 291 
pullet,6015,41047, 1 , 7 , -   ,truck, 291 
turkey,6015,41047," 7,312 "," 59,381 ", -   ,truck, 291 
milkcow,6015,41047," 14,305 "," 116,182 ", -   ,truck, 291 
others,6015,41047," 2,341 "," 19,013 ", -   ,truck, 291 
layer,6017,38045," 5,719 "," 57,942 "," 1,657 ",rail," 1,979 "
pullet,6017,38045, 169 ," 1,715 ", 49 ,rail," 1,979 "
turkey,6017,38045, 12 , 121 , 3 ,rail," 1,979 "
milkcow,6017,38045," 1,427 "," 14,459 ", 414 ,rail," 1,979 "
others,6017,38045," 20,765 "," 210,379 "," 6,018 ",rail," 1,979 "
layer,6019,31101," 6,527 "," 73,417 "," 86,122 ",rail," 1,527 "
pullet,6019,31101," 4,451 "," 50,066 "," 58,729 ",rail," 1,527 "
turkey,6019,31101," 2,531,820 "," 28,477,381 "," 33,405,135 ",rail," 1,527 "
milkcow,6019,31101," 5,952,777 "," 66,955,576 "," 78,541,637 ",rail," 1,527 "
others,6019,31101," 1,285,210 "," 14,455,772 "," 16,957,214 ",rail," 1,527 "
layer,6021,6011, 70 , 790 ," 2,786 ",truck, 37 
pullet,6021,6011, 3 , 36 , 126 ,truck, 37 
milkcow,6021,6011," 47,284 "," 537,469 "," 1,894,588 ",truck, 37 
others,6021,6011," 6,332 "," 71,968 "," 253,690 ",truck, 37 
layer,6021,6021," 1,521 "," 16,693 "," 59,703 ",truck, 19 
pullet,6021,6021, 69 , 754 ," 2,698 ",truck, 19 
milkcow,6021,6021," 1,034,307 "," 11,353,845 "," 40,607,363 ",truck, 19 
others,6021,6021," 138,496 "," 1,520,308 "," 5,437,428 ",truck, 19 
layer,6023,6011," 3,129 "," 35,570 "," 125,386 ",truck, 242 
pullet,6023,6011, 50 , 568 ," 2,003 ",truck, 242 
turkey,6023,6011, 141 ," 1,598 "," 5,632 ",truck, 242 
milkcow,6023,6011," 852,569 "," 9,690,918 "," 34,160,653 ",truck, 242 
others,6023,6011," 130,227 "," 1,480,258 "," 5,217,935 ",truck, 242 
layer,6023,6045, 58 , 382 , 107 ,truck, 152 
pullet,6023,6045, 1 , 6 , 2 ,truck, 152 
turkey,6023,6045, 3 , 17 , 5 ,truck, 152 
milkcow,6023,6045," 15,907 "," 104,158 "," 29,228 ",truck, 152 
others,6023,6045," 2,430 "," 15,910 "," 4,464 ",truck, 152 
layer,6025,38045, 204 ," 2,063 ", 59 ,rail," 2,208 "
milkcow,6025,38045," 434,219 "," 4,399,324 "," 125,843 ",rail," 2,208 "
others,6025,38045," 729,648 "," 7,392,483 "," 211,462 ",rail," 2,208 "
layer,6027,38045, 303 ," 3,073 ", 88 ,rail," 2,261 "
milkcow,6027,38045, 687 ," 6,962 ", 199 ,rail," 2,261 "
others,6027,38045," 35,253 "," 357,173 "," 10,217 ",rail," 2,261 "
layer,6029,31111, 285 ," 2,763 "," 3,496 ",rail," 1,570 "
pullet,6029,31111, 30 , 287 , 363 ,rail," 1,570 "
turkey,6029,31111, 14 , 141 , 178 ,rail," 1,570 "
milkcow,6029,31111," 4,352,830 "," 42,269,760 "," 53,472,709 ",rail," 1,570 "
others,6029,31111," 482,660 "," 4,687,046 "," 5,929,276 ",rail," 1,570 "
layer,6029,31137, 168 ," 1,308 "," 1,755 ",rail," 1,661 "
pullet,6029,31137, 17 , 136 , 182 ,rail," 1,661 "
turkey,6029,31137, 9 , 67 , 89 ,rail," 1,661 "
milkcow,6029,31137," 2,562,208 "," 20,006,089 "," 26,849,124 ",rail," 1,661 "
others,6029,31137," 284,108 "," 2,218,358 "," 2,977,142 ",rail," 1,661 "
layer,6031,6031," 140,315 "," 1,794,966 "," 5,742,572 ",truck, 19 
pullet,6031,6031, 10 , 134 , 429 ,truck, 19 
turkey,6031,6031," 129,481 "," 1,656,373 "," 5,299,175 ",truck, 19 
milkcow,6031,6031," 1,135,661 "," 14,527,830 "," 46,478,368 ",truck, 19 
others,6031,6031," 131,621 "," 1,683,749 "," 5,386,758 ",truck, 19 
layer,6031,38003," 960,043 "," 8,896,080 "," 84,943 ",rail," 2,311 "
pullet,6031,38003, 72 , 665 , 6 ,rail," 2,311 "
turkey,6031,38003," 885,916 "," 8,209,194 "," 78,384 ",rail," 2,311 "
milkcow,6031,38003," 7,770,250 "," 72,001,763 "," 687,496 ",rail," 2,311 "
others,6031,38003," 900,558 "," 8,344,872 "," 79,680 ",rail," 2,311 "
layer,6033,6011," 4,393 "," 49,929 "," 176,002 ",truck, 48 
pullet,6033,6011, 464 ," 5,280 "," 18,611 ",truck, 48 
milkcow,6033,6011, 159 ," 1,802 "," 6,353 ",truck, 48 
others,6033,6011," 28,448 "," 323,361 "," 1,139,854 ",truck, 48 
layer,6035,27119," 1,237 "," 8,506 ", 29 ,rail," 1,914 "
pullet,6035,27119, 26 , 178 , 1 ,rail," 1,914 "
turkey,6035,27119, 131 , 898 , 3 ,rail," 1,914 "
milkcow,6035,27119," 2,537 "," 17,445 ", 60 ,rail," 1,914 "
others,6035,27119," 98,813 "," 679,443 "," 2,340 ",rail," 1,914 "
layer,6037,6037, 113 , 743 , 207 ,truck, 36 
pullet,6037,6037, 19 , 125 , 35 ,truck, 36 
turkey,6037,6037, 0 , 3 , 1 ,truck, 36 
milkcow,6037,6037, 221 ," 1,456 ", 407 ,truck, 36 
export,6037,6037," 29,683 "," 195,305 "," 54,538 ",truck, 36 
others,6037,6037," 1,579 "," 10,392 "," 2,902 ",truck, 36 
layer,6037,6059, 32 ," 2,446 "," 7,529 ",truck, 40 
pullet,6037,6059, 5 , 412 ," 1,268 ",truck, 40 
turkey,6037,6059, 0 , 10 , 32 ,truck, 40 
milkcow,6037,6059, 62 ," 4,793 "," 14,750 ",truck, 40 
export,6037,6059," 8,312 "," 643,016 "," 1,978,939 ",truck, 40 
others,6037,6059, 442 ," 34,214 "," 105,298 ",truck, 40 
layer,6037,38045," 3,573 "," 36,199 "," 1,035 ",rail," 2,116 "
pullet,6037,38045, 602 ," 6,099 ", 174 ,rail," 2,116 "
turkey,6037,38045, 15 , 152 , 4 ,rail," 2,116 "
milkcow,6037,38045," 7,000 "," 70,918 "," 2,029 ",rail," 2,116 "
export,6037,38045," 939,089 "," 9,514,451 "," 272,161 ",rail," 2,116 "
others,6037,38045," 49,968 "," 506,257 "," 14,482 ",rail," 2,116 "
layer,6039,6039, 146 ," 1,740 "," 5,926 ",truck, 24 
pullet,6039,6039, 4 , 42 , 144 ,truck, 24 
turkey,6039,6039," 7,830 "," 93,336 "," 317,908 ",truck, 24 
milkcow,6039,6039," 394,152 "," 4,698,130 "," 16,002,136 ",truck, 24 
others,6039,6039," 46,174 "," 550,371 "," 1,874,600 ",truck, 24 
layer,6039,27089, 766 ," 5,230 ", -   ,rail," 2,270 "
pullet,6039,27089, 19 , 127 , -   ,rail," 2,270 "
turkey,6039,27089," 41,087 "," 280,612 ", -   ,rail," 2,270 "
milkcow,6039,27089," 2,068,132 "," 14,124,813 ", -   ,rail," 2,270 "
others,6039,27089," 242,275 "," 1,654,678 ", -   ,rail," 2,270 "
layer,6039,38073, 415 ," 3,423 ", 393 ,rail," 2,216 "
pullet,6039,38073, 10 , 83 , 10 ,rail," 2,216 "
turkey,6039,38073," 22,245 "," 183,643 "," 21,075 ",rail," 2,216 "
milkcow,6039,38073," 1,119,711 "," 9,243,799 "," 1,060,838 ",rail," 2,216 "
others,6039,38073," 131,171 "," 1,082,882 "," 124,274 ",rail," 2,216 "
layer,6041,6095," 11,684 "," 132,664 "," 424,252 ",truck, 49 
pullet,6041,6095, 611 ," 6,933 "," 22,170 ",truck, 49 
turkey,6041,6095, 16 , 177 , 567 ,truck, 49 
milkcow,6041,6095," 577,480 "," 6,556,656 "," 20,967,814 ",truck, 49 
others,6041,6095," 94,043 "," 1,067,755 "," 3,414,619 ",truck, 49 
layer,6041,31009, 227 ," 1,870 ", -   ,rail," 1,599 "
pullet,6041,31009, 12 , 98 , -   ,rail," 1,599 "
turkey,6041,31009, 0 , 3 , -   ,rail," 1,599 "
milkcow,6041,31009," 11,237 "," 92,415 ", -   ,rail," 1,599 "
others,6041,31009," 1,830 "," 15,050 ", -   ,rail," 1,599 "
layer,6043,38039," 1,072 "," 10,509 ", 323 ,rail," 2,152 "
pullet,6043,38039, 39 , 385 , 12 ,rail," 2,152 "
milkcow,6043,38039," 28,053 "," 275,027 "," 8,460 ",rail," 2,152 "
others,6043,38039," 60,655 "," 594,647 "," 18,291 ",rail," 2,152 "
layer,6045,38047," 4,309 "," 69,196 ", -   ,rail," 2,123 "
pullet,6045,38047, 154 ," 2,478 ", -   ,rail," 2,123 "
milkcow,6045,38047," 20,107 "," 322,855 ", -   ,rail," 2,123 "
others,6045,38047," 42,668 "," 685,112 ", -   ,rail," 2,123 "
layer,6047,6047," 597,120 "," 6,908,942 "," 22,435,905 ",truck, 23 
pullet,6047,6047," 32,830 "," 379,855 "," 1,233,531 ",truck, 23 
turkey,6047,6047," 582,707 "," 6,742,184 "," 21,894,379 ",truck, 23 
milkcow,6047,6047," 2,540,924 "," 29,399,621 "," 95,471,510 ",truck, 23 
others,6047,6047," 256,859 "," 2,971,968 "," 9,651,086 ",truck, 23 
layer,6047,31041," 485,377 "," 4,621,992 "," 5,448,995 ",rail," 1,653 "
pullet,6047,31041," 26,686 "," 254,118 "," 299,587 ",rail," 1,653 "
turkey,6047,31041," 473,661 "," 4,510,433 "," 5,317,475 ",rail," 1,653 "
milkcow,6047,31041," 2,065,423 "," 19,667,962 "," 23,187,110 ",rail," 1,653 "
others,6047,31041," 208,791 "," 1,988,208 "," 2,343,954 ",rail," 1,653 "
layer,6047,38035," 627,296 "," 5,782,739 "," 257,671 ",rail," 2,153 "
pullet,6047,38035," 34,489 "," 317,936 "," 14,167 ",rail," 2,153 "
turkey,6047,38035," 612,156 "," 5,643,164 "," 251,451 ",rail," 2,153 "
milkcow,6047,38035," 2,669,334 "," 24,607,292 "," 1,096,466 ",rail," 2,153 "
others,6047,38035," 269,839 "," 2,487,518 "," 110,840 ",rail," 2,153 "
layer,6047,38061," 2,985 "," 55,079 ", -   ,rail," 1,915 "
pullet,6047,38061, 164 ," 3,028 ", -   ,rail," 1,915 "
turkey,6047,38061," 2,913 "," 53,750 ", -   ,rail," 1,915 "
milkcow,6047,38061," 12,701 "," 234,377 ", -   ,rail," 1,915 "
others,6047,38061," 1,284 "," 23,693 ", -   ,rail," 1,915 "
layer,6047,38067," 7,263 "," 64,942 "," 5,917 ",rail," 2,297 "
pullet,6047,38067, 399 ," 3,571 ", 325 ,rail," 2,297 "
turkey,6047,38067," 7,087 "," 63,375 "," 5,774 ",rail," 2,297 "
milkcow,6047,38067," 30,904 "," 276,348 "," 25,178 ",rail," 2,297 "
others,6047,38067," 3,124 "," 27,936 "," 2,545 ",rail," 2,297 "
layer,6047,38073," 1,822,922 "," 15,049,173 "," 1,727,076 ",rail," 2,185 "
pullet,6047,38073," 100,225 "," 827,407 "," 94,955 ",rail," 2,185 "
turkey,6047,38073," 1,778,923 "," 14,685,937 "," 1,685,390 ",rail," 2,185 "
milkcow,6047,38073," 7,757,080 "," 64,038,747 "," 7,349,225 ",rail," 2,185 "
others,6047,38073," 784,153 "," 6,473,590 "," 742,923 ",rail," 2,185 "
layer,6049,38039, 957 ," 9,385 ", 289 ,rail," 1,754 "
pullet,6049,38039, 22 , 215 , 7 ,rail," 1,754 "
milkcow,6049,38039," 59,542 "," 583,735 "," 17,956 ",rail," 1,754 "
others,6049,38039," 149,052 "," 1,461,268 "," 44,949 ",rail," 1,754 "
layer,6051,32019, 75 , 694 , 192 ,truck, 127 
others,6051,32019," 12,101 "," 112,331 "," 31,002 ",truck, 127 
layer,6053,38047," 3,431 "," 55,087 ", -   ,rail," 2,143 "
pullet,6053,38047, 121 ," 1,951 ", -   ,rail," 2,143 "
turkey,6053,38047, 317 ," 5,087 ", -   ,rail," 2,143 "
milkcow,6053,38047," 67,600 "," 1,085,431 ", -   ,rail," 2,143 "
others,6053,38047," 141,332 "," 2,269,326 ", -   ,rail," 2,143 "
layer,6055,6095," 2,205 "," 25,037 "," 80,066 ",truck, 24 
pullet,6055,6095, 74 , 842 ," 2,694 ",truck, 24 
turkey,6055,6095, 40 , 455 ," 1,455 ",truck, 24 
milkcow,6055,6095," 11,218 "," 127,366 "," 407,309 ",truck, 24 
others,6055,6095," 24,333 "," 276,274 "," 883,510 ",truck, 24 
layer,6057,6057, 7 , 247 , 925 ,truck, 16 
pullet,6057,6057, 0 , 6 , 23 ,truck, 16 
turkey,6057,6057, 229 ," 8,631 "," 32,351 ",truck, 16 
milkcow,6057,6057, 4 , 141 , 530 ,truck, 16 
others,6057,6057, 48 ," 1,811 "," 6,790 ",truck, 16 
layer,6057,6101," 5,349 "," 63,022 "," 220,835 ",truck, 63 
pullet,6057,6101, 132 ," 1,551 "," 5,436 ",truck, 63 
turkey,6057,6101," 187,013 "," 2,203,429 "," 7,721,038 ",truck, 63 
milkcow,6057,6101," 3,062 "," 36,076 "," 126,414 ",truck, 63 
others,6057,6101," 39,249 "," 462,438 "," 1,620,428 ",truck, 63 
layer,6059,6059, 457 ," 35,355 "," 108,807 ",truck, 16 
others,6059,6059, 816 ," 63,151 "," 194,353 ",truck, 16 
layer,6061,6101," 5,116 "," 60,272 "," 211,200 ",truck, 58 
pullet,6061,6101, 220 ," 2,595 "," 9,092 ",truck, 58 
turkey,6061,6101," 187,242 "," 2,206,127 "," 7,730,492 ",truck, 58 
milkcow,6061,6101," 14,846 "," 174,919 "," 612,933 ",truck, 58 
others,6061,6101," 59,714 "," 703,565 "," 2,465,364 ",truck, 58 
layer,6063,38003, 761 ," 7,055 ", 67 ,rail," 1,965 "
pullet,6063,38003, 4 , 36 , 0 ,rail," 1,965 "
turkey,6063,38003, 67 , 619 , 6 ,rail," 1,965 "
milkcow,6063,38003," 19,631 "," 181,906 "," 1,737 ",rail," 1,965 "
others,6063,38003," 42,432 "," 393,191 "," 3,754 ",rail," 1,965 "
layer,6065,6065, 579 ," 3,825 "," 1,063 ",truck, 44 
pullet,6065,6065, 32 , 209 , 58 ,truck, 44 
turkey,6065,6065, 0 , 1 , 0 ,truck, 44 
milkcow,6065,6065, 307 ," 2,026 ", 563 ,truck, 44 
others,6065,6065, 45 , 297 , 83 ,truck, 44 
layer,6065,38043," 1,877,486 "," 31,166,640 "," 4,618,823 ",rail," 2,017 "
pullet,6065,38043," 102,554 "," 1,702,411 "," 252,293 ",rail," 2,017 "
turkey,6065,38043, 313 ," 5,194 ", 770 ,rail," 2,017 "
milkcow,6065,38043," 994,282 "," 16,505,273 "," 2,446,043 ",rail," 2,017 "
others,6065,38043," 145,672 "," 2,418,192 "," 358,370 ",rail," 2,017 "
layer,6065,38093," 2,409,046 "," 24,044,975 "," 490,631 ",rail," 2,058 "
pullet,6065,38093," 131,589 "," 1,313,405 "," 26,800 ",rail," 2,058 "
turkey,6065,38093, 401 ," 4,007 ", 82 ,rail," 2,058 "
milkcow,6065,38093," 1,275,786 "," 12,733,772 "," 259,829 ",rail," 2,058 "
others,6065,38093," 186,916 "," 1,865,628 "," 38,068 ",rail," 2,058 "
layer,6067,6113," 3,619 "," 43,935 "," 142,538 ",truck, 30 
pullet,6067,6113, 176 ," 2,137 "," 6,933 ",truck, 30 
turkey,6067,6113," 187,242 "," 2,273,297 "," 7,375,187 ",truck, 30 
milkcow,6067,6113," 829,363 "," 10,069,263 "," 32,667,403 ",truck, 30 
others,6067,6113," 159,379 "," 1,935,017 "," 6,277,718 ",truck, 30 
layer,6069,38051," 1,560 "," 21,942 ", -   ,rail," 2,124 "
pullet,6069,38051, 12 , 164 , -   ,rail," 2,124 "
turkey,6069,38051," 187,242 "," 2,633,512 ", -   ,rail," 2,124 "
milkcow,6069,38051," 43,747 "," 615,288 ", -   ,rail," 2,124 "
others,6069,38051," 122,627 "," 1,724,726 ", -   ,rail," 2,124 "
layer,6071,6071," 7,309 "," 106,563 "," 404,476 ",truck, 73 
pullet,6071,6071, 400 ," 5,838 "," 22,159 ",truck, 73 
turkey,6071,6071, 0 , 1 , 3 ,truck, 73 
milkcow,6071,6071," 22,027 "," 321,134 "," 1,218,911 ",truck, 73 
others,6071,6071," 1,879 "," 27,390 "," 103,962 ",truck, 73 
layer,6071,38029," 1,503,553 "," 21,702,877 "," 512,412 ",rail," 1,953 "
pullet,6071,38029," 82,369 "," 1,188,954 "," 28,072 ",rail," 1,953 "
turkey,6071,38029, 10 , 148 , 3 ,rail," 1,953 "
milkcow,6071,38029," 4,531,037 "," 65,402,788 "," 1,544,180 ",rail," 1,953 "
others,6071,38029," 386,457 "," 5,578,280 "," 131,705 ",rail," 1,953 "
layer,6073,6073," 51,325 "," 716,825 "," 1,569,731 ",truck, 35 
pullet,6073,6073, 131 ," 1,831 "," 4,009 ",truck, 35 
turkey,6073,6073, 3 , 49 , 106 ,truck, 35 
milkcow,6073,6073," 7,714 "," 107,742 "," 235,938 ",truck, 35 
others,6073,6073," 2,701 "," 37,730 "," 82,623 ",truck, 35 
layer,6073,31019," 2,304,787 "," 19,341,006 "," 24,718,439 ",rail," 1,692 "
pullet,6073,31019," 5,886 "," 49,394 "," 63,127 ",rail," 1,692 "
turkey,6073,31019, 156 ," 1,309 "," 1,673 ",rail," 1,692 "
milkcow,6073,31019," 346,420 "," 2,907,046 "," 3,715,300 ",rail," 1,692 "
others,6073,31019," 121,312 "," 1,018,013 "," 1,301,054 ",rail," 1,692 "
layer,6077,6077," 115,657 "," 1,588,228 "," 5,386,054 ",truck, 19 
pullet,6077,6077," 2,152 "," 29,555 "," 100,227 ",truck, 19 
turkey,6077,6077, 2 , 32 , 108 ,truck, 19 
milkcow,6077,6077," 348,631 "," 4,787,471 "," 16,235,433 ",truck, 19 
wetmill,6077,6077," 1,421,541 "," 19,520,877 "," 66,199,852 ",truck, 19 
others,6077,6077," 112,485 "," 1,544,664 "," 5,238,316 ",truck, 19 
layer,6077,38005," 415,698 "," 4,883,925 "," 33,997 ",rail," 1,995 "
pullet,6077,38005," 7,736 "," 90,883 ", 633 ,rail," 1,995 "
turkey,6077,38005, 8 , 98 , 1 ,rail," 1,995 "
milkcow,6077,38005," 1,253,057 "," 14,721,843 "," 102,479 ",rail," 1,995 "
wetmill,6077,38005," 5,109,332 "," 60,028,204 "," 417,856 ",rail," 1,995 "
others,6077,38005," 404,295 "," 4,749,961 "," 33,064 ",rail," 1,995 "
layer,6077,38035," 798,609 "," 7,361,990 "," 328,040 ",rail," 2,085 "
pullet,6077,38035," 14,861 "," 136,996 "," 6,104 ",rail," 2,085 "
turkey,6077,38035, 16 , 148 , 7 ,rail," 2,085 "
milkcow,6077,38035," 2,407,285 "," 22,191,589 "," 988,826 ",rail," 2,085 "
wetmill,6077,38035," 9,815,687 "," 90,486,035 "," 4,031,930 ",rail," 2,085 "
others,6077,38035," 776,704 "," 7,160,053 "," 319,042 ",rail," 2,085 "
layer,6077,38069," 236,558 "," 3,112,943 "," 55,690 ",rail," 1,959 "
pullet,6077,38069," 4,402 "," 57,927 "," 1,036 ",rail," 1,959 "
turkey,6077,38069, 5 , 62 , 1 ,rail," 1,959 "
milkcow,6077,38069," 713,067 "," 9,383,489 "," 167,868 ",rail," 1,959 "
wetmill,6077,38069," 2,907,523 "," 38,261,104 "," 684,480 ",rail," 1,959 "
others,6077,38069," 230,069 "," 3,027,556 "," 54,162 ",rail," 1,959 "
layer,6077,38071," 356,747 "," 3,657,485 ", -   ,rail," 2,020 "
pullet,6077,38071," 6,639 "," 68,061 ", -   ,rail," 2,020 "
turkey,6077,38071, 7 , 73 , -   ,rail," 2,020 "
milkcow,6077,38071," 1,075,359 "," 11,024,929 ", -   ,rail," 2,020 "
wetmill,6077,38071," 4,384,768 "," 44,954,064 ", -   ,rail," 2,020 "
others,6077,38071," 346,961 "," 3,557,162 ", -   ,rail," 2,020 "
layer,6079,6079, 370 ," 5,564 "," 15,834 ",truck, 31 
pullet,6079,6079, 10 , 143 , 408 ,truck, 31 
turkey,6079,6079, 3 , 46 , 130 ,truck, 31 
milkcow,6079,6079, 711 ," 10,708 "," 30,475 ",truck, 31 
others,6079,6079," 7,563 "," 113,853 "," 324,035 ",truck, 31 
layer,6079,38047," 6,743 "," 108,276 ", -   ,rail," 2,239 "
pullet,6079,38047, 174 ," 2,790 ", -   ,rail," 2,239 "
turkey,6079,38047, 56 , 892 , -   ,rail," 2,239 "
milkcow,6079,38047," 12,978 "," 208,391 ", -   ,rail," 2,239 "
others,6079,38047," 137,996 "," 2,215,758 ", -   ,rail," 2,239 "
layer,6081,6081," 1,981 "," 12,930 "," 3,639 ",truck, 14 
pullet,6081,6081, 72 , 472 , 133 ,truck, 14 
milkcow,6081,6081, 529 ," 3,450 ", 971 ,truck, 14 
others,6081,6081," 3,121 "," 20,371 "," 5,734 ",truck, 14 
layer,6083,6083, 286 ," 1,915 ", 525 ,truck, 32 
pullet,6083,6083, 22 , 150 , 41 ,truck, 32 
turkey,6083,6083," 15,659 "," 104,949 "," 28,772 ",truck, 32 
milkcow,6083,6083," 4,221 "," 28,291 "," 7,756 ",truck, 32 
others,6083,6083," 11,427 "," 76,587 "," 20,996 ",truck, 32 
layer,6083,38045," 3,131 "," 31,717 ", 907 ,rail," 2,255 "
pullet,6083,38045, 245 ," 2,484 ", 71 ,rail," 2,255 "
turkey,6083,38045," 171,583 "," 1,738,403 "," 49,727 ",rail," 2,255 "
milkcow,6083,38045," 46,254 "," 468,622 "," 13,405 ",rail," 2,255 "
others,6083,38045," 125,213 "," 1,268,601 "," 36,288 ",rail," 2,255 "
layer,6085,6081, 988 ," 6,448 "," 1,815 ",truck, 32 
pullet,6085,6081, 27 , 179 , 50 ,truck, 32 
turkey,6085,6081, 9 , 58 , 16 ,truck, 32 
milkcow,6085,6081, 211 ," 1,380 ", 388 ,truck, 32 
others,6085,6081," 23,245 "," 151,743 "," 42,710 ",truck, 32 
layer,6085,6085, 6 , 258 , 765 ,truck, 19 
pullet,6085,6085, 0 , 7 , 21 ,truck, 19 
turkey,6085,6085, 0 , 2 , 7 ,truck, 19 
milkcow,6085,6085, 1 , 55 , 164 ,truck, 19 
others,6085,6085, 151 ," 6,073 "," 18,007 ",truck, 19 
layer,6085,31161," 1,476 "," 15,337 "," 19,804 ",rail," 1,602 "
pullet,6085,31161, 41 , 425 , 549 ,rail," 1,602 "
turkey,6085,31161, 13 , 138 , 178 ,rail," 1,602 "
milkcow,6085,31161, 316 ," 3,282 "," 4,238 ",rail," 1,602 "
others,6085,31161," 34,728 "," 360,905 "," 466,018 ",rail," 1,602 "
layer,6087,38051," 1,100,358 "," 15,476,270 ", -   ,rail," 2,137 "
pullet,6087,38051, 100 ," 1,411 ", -   ,rail," 2,137 "
milkcow,6087,38051," 13,320 "," 187,338 ", -   ,rail," 2,137 "
others,6087,38051," 70,811 "," 995,943 ", -   ,rail," 2,137 "
layer,6089,38031," 6,703 "," 61,238 "," 2,088 ",rail," 1,799 "
pullet,6089,38031, 100 , 909 , 31 ,rail," 1,799 "
turkey,6089,38031, 3 , 27 , 1 ,rail," 1,799 "
milkcow,6089,38031," 10,148 "," 92,719 "," 3,162 ",rail," 1,799 "
others,6089,38031," 88,200 "," 805,823 "," 27,480 ",rail," 1,799 "
layer,6091,38073, 172 ," 1,423 ", 163 ,rail," 1,978 "
pullet,6091,38073," 114,352 "," 944,039 "," 108,340 ",rail," 1,978 "
milkcow,6091,38073," 10,821 "," 89,334 "," 10,252 ",rail," 1,978 "
others,6091,38073," 48,000 "," 396,269 "," 45,477 ",rail," 1,978 "
layer,6093,38103," 3,814 "," 39,643 ", 170 ,rail," 1,693 "
pullet,6093,38103, 74 , 771 , 3 ,rail," 1,693 "
turkey,6093,38103, 65 , 671 , 3 ,rail," 1,693 "
milkcow,6093,38103," 51,270 "," 532,907 "," 2,280 ",rail," 1,693 "
others,6093,38103," 134,331 "," 1,396,247 "," 5,974 ",rail," 1,693 "
layer,6095,6095," 7,376 "," 83,748 "," 267,821 ",truck, 16 
pullet,6095,6095, 767 ," 8,703 "," 27,833 ",truck, 16 
turkey,6095,6095," 1,255 "," 14,251 "," 45,574 ",truck, 16 
milkcow,6095,6095," 227,281 "," 2,580,522 "," 8,252,363 ",truck, 16 
others,6095,6095," 128,650 "," 1,460,677 "," 4,671,163 ",truck, 16 
layer,6097,38047," 1,100,358 "," 17,668,150 ", -   ,rail," 2,016 "
pullet,6097,38047," 114,352 "," 1,836,127 ", -   ,rail," 2,016 "
turkey,6097,38047," 187,242 "," 3,006,493 ", -   ,rail," 2,016 "
milkcow,6097,38047," 1,861,005 "," 29,881,664 ", -   ,rail," 2,016 "
others,6097,38047," 292,097 "," 4,690,121 ", -   ,rail," 2,016 "
layer,6099,6099," 154,674 "," 1,448,866 "," 3,182,750 ",truck, 20 
pullet,6099,6099," 16,998 "," 159,229 "," 349,781 ",truck, 20 
turkey,6099,6099," 136,322 "," 1,276,963 "," 2,805,127 ",truck, 20 
milkcow,6099,6099," 554,454 "," 5,193,709 "," 11,409,113 ",truck, 20 
others,6099,6099," 96,622 "," 905,085 "," 1,988,216 ",truck, 20 
layer,6099,31041," 841,107 "," 8,009,426 "," 9,442,536 ",rail," 1,618 "
pullet,6099,31041," 92,437 "," 880,227 "," 1,037,724 ",rail," 1,618 "
turkey,6099,31041," 741,312 "," 7,059,134 "," 8,322,210 ",rail," 1,618 "
milkcow,6099,31041," 3,015,092 "," 28,711,164 "," 33,848,393 ",rail," 1,618 "
others,6099,31041," 525,427 "," 5,003,368 "," 5,898,610 ",rail," 1,618 "
layer,6099,31111," 1,514,962 "," 14,711,597 "," 18,610,679 ",rail," 1,479 "
pullet,6099,31111," 166,493 "," 1,616,788 "," 2,045,293 ",rail," 1,479 "
turkey,6099,31111," 1,335,217 "," 12,966,113 "," 16,402,582 ",rail," 1,479 "
milkcow,6099,31111," 5,430,641 "," 52,736,245 "," 66,713,174 ",rail," 1,479 "
others,6099,31111," 946,374 "," 9,190,112 "," 11,625,810 ",rail," 1,479 "
